fnid,LU_Business,LU_City_Road,LU_Consumption,LU_Culture,LU_Industry,LU_Medical,LU_Park_&_Scenery,LU_Public,LU_Residence,LU_Science_&_Education,LU_Special,LU_Transportation,LU_Wild
58250,0.0,0.4211495414485459,0.0082675024745924,0.0,1.078335576897679,0.0,0.0354831524103996,0.0,0.0163266315176171,0.0,0.0,0.0,0.1165895950852605
56466,0.0,0.5720096202962478,0.0,0.0,0.7649941980566752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1757808473478811
57536,0.0,0.5136169877457869,0.0,0.0,0.7498452614910859,0.0,0.2165869891838431,0.0,0.1813304776707194,0.0,0.0,0.0,0.1384803695287079
34059,0.0,0.1619729566826475,0.0629106297575644,0.0,0.132314222314131,0.0,0.3795519990196375,0.084461908056669,0.0,0.0005665524170812,0.0,0.0461712649117218,0.3793733795314161
53964,0.0369420800306324,0.6920552242477429,0.823697487677305,0.0271264025172114,0.0142988857526108,0.0,0.0,0.4017583336818779,1.029424942832912,0.1036076757431556,0.0,0.0,0.0029363778940459
54686,0.0,0.4360389348668931,0.0,0.0,0.3779477160172473,0.0,0.0,0.007988145160845,0.0,0.0,0.0,0.0,0.3120868625845684
56820,0.0,0.5419119083757367,0.0,0.0,0.8834438147727771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1501275516791427
55753,0.0,0.8445258805139831,0.0,0.0,0.5172166884635445,0.0,0.0,0.0,0.1486207565766099,0.0,0.0,0.0,0.1551898677644574
57893,0.0,0.6434551804915999,0.0,0.0,1.015654784949531,0.0,0.0,0.0,0.3222162069429267,0.0,0.0,0.0,0.0333660273293695
54679,0.0,0.3375318678393699,0.0218727360902531,0.0316220406394584,0.7056240329135092,0.0,0.0,0.0,0.37091689635678,0.0347647793438932,0.0,0.0,0.1692145613751969
56106,0.0,0.161630921037591,0.1929347328580942,0.0,0.4684454213155032,0.0,0.0,0.015699509302323,0.0,0.0,0.0,0.0,0.3257295296363581
55393,0.0,0.513641949592873,0.0,0.0,0.6177173292659741,0.0,0.0,0.002822299012121,0.017114892765443,0.1821790894202141,0.0,0.0104870355257969,0.2027366655670521
58607,0.0,0.1490908754810817,0.0,0.0,1.0552919114254202,0.0,0.0183951735500149,0.0,0.0,0.0,0.0,0.0,0.1906906505315131
58249,0.0,0.3939650952988417,0.0,0.0,1.350957898164595,0.0,0.0354831524103991,0.0,0.0,0.0,0.0,0.0,0.0518349688713902
54321,0.0369420800306342,0.5091797839766937,0.4864291464835816,0.0,0.0931143501848591,0.0,0.0,0.0654784203194457,1.1612685200871966,0.0,0.0,0.0,0.0979895659453591
56822,0.0,0.2490858416526728,0.0,0.0,0.7034129196522442,0.0,0.0023090627480751,0.0716247930857828,0.0,0.0,0.0,0.0,0.2571626208566606
